Frame ID,QR ID,QR 2D,QR 3D: dist,QR 3D: yaw
178,1,"[[303.0, 32.0], [352.0, 35.0], [348.0, 86.0], [299.0, 83.0]]",19.283725004559063,[[17.50103848]],[[17.50103848]]
179,1,"[[298.0, 30.0], [345.0, 40.0], [336.0, 93.0], [289.0, 82.0]]",18.886340004066817,[[24.80543654]],[[24.80543654]]
180,1,"[[286.0, 35.0], [335.0, 50.0], [324.0, 97.0], [279.0, 83.0]]",20.061513056737184,[[11.96817727]],[[11.96817727]]
181,1,"[[274.0, 49.0], [324.0, 55.0], [322.0, 100.0], [273.0, 95.0]]",20.0389932441607,[[2.63340918]],[[2.63340918]]
182,1,"[[271.0, 58.0], [319.0, 58.0], [322.0, 103.0], [274.0, 102.0]]",20.63867764355101,[[-3.12260225]],[[-3.12260225]]
183,1,"[[271.0, 81.0], [314.0, 68.0], [330.0, 113.0], [288.0, 125.0]]",21.158272128230397,[[15.8159975]],[[15.8159975]]
184,1,"[[285.0, 81.0], [329.0, 74.0], [337.0, 119.0], [295.0, 126.0]]",21.862710998348824,[[-11.85689567]],[[-11.85689567]]
185,1,"[[302.0, 82.0], [345.0, 80.0], [348.0, 123.0], [304.0, 123.0]]",22.38547804473566,[[1.44778286]],[[1.44778286]]
186,1,"[[310.0, 79.0], [354.0, 81.0], [352.0, 124.0], [309.0, 122.0]]",22.2548968675522,[[-6.83452542]],[[-6.83452542]]
191,1,"[[382.0, 90.0], [420.0, 77.0], [433.0, 115.0], [395.0, 128.0]]",23.740146710313383,[[0.03455643]],[[0.03455643]]
192,1,"[[388.0, 81.0], [428.0, 73.0], [435.0, 113.0], [395.0, 119.0]]",23.53158236140142,[[1.36291691]],[[1.36291691]]
193,1,"[[396.0, 68.0], [435.0, 68.0], [436.0, 109.0], [395.0, 109.0]]",23.76511732902954,[[6.83598618]],[[6.83598618]]
195,1,"[[406.0, 47.0], [449.0, 40.0], [456.0, 86.0], [413.0, 93.0]]",21.52614776045723,[[12.76191901]],[[12.76191901]]
198,1,"[[420.0, 44.0], [464.0, 30.0], [478.0, 73.0], [434.0, 87.0]]",20.865417320160567,[[-3.60060892]],[[-3.60060892]]
199,1,"[[424.0, 41.0], [469.0, 30.0], [480.0, 74.0], [435.0, 84.0]]",20.831156901923507,[[-4.15438593]],[[-4.15438593]]
200,1,"[[443.0, 28.0], [492.0, 26.0], [493.0, 74.0], [445.0, 76.0]]",19.897146967258042,[[-2.21262277]],[[-2.21262277]]
201,1,"[[465.0, 17.0], [515.0, 20.0], [512.0, 72.0], [463.0, 70.0]]",19.290132836312832,[[-9.30764852]],[[-9.30764852]]
202,1,"[[478.0, 14.0], [530.0, 11.0], [530.0, 67.0], [480.0, 67.0]]",18.634749490636175,[[12.23696135]],[[12.23696135]]
203,1,"[[487.0, 13.0], [537.0, 3.0], [545.0, 62.0], [495.0, 68.0]]",17.675291266359466,[[23.51533555]],[[23.51533555]]
216,17,"[[872.0, 496.0], [880.0, 496.0], [888.0, 507.0], [876.0, 502.0]]",81.43923304147083,[[58.63417003]],[[58.63417003]]
229,1,"[[395.0, 15.0], [445.0, 17.0], [444.0, 68.0], [395.0, 68.0]]",19.44613171924003,[[-8.88542525]],[[-8.88542525]]
230,1,"[[408.0, 24.0], [451.0, 46.0], [430.0, 90.0], [386.0, 67.0]]",19.916652381118343,[[7.47190896]],[[7.47190896]]
231,1,"[[408.0, 27.0], [450.0, 51.0], [428.0, 92.0], [386.0, 70.0]]",20.386290962527063,[[-7.74028049]],[[-7.74028049]]
232,1,"[[400.0, 52.0], [443.0, 69.0], [425.0, 106.0], [383.0, 88.0]]",20.926671281604758,[[10.8668682]],[[10.8668682]]
233,1,"[[392.0, 81.0], [435.0, 82.0], [430.0, 121.0], [387.0, 120.0]]",21.712093558222477,[[14.65397198]],[[14.65397198]]
234,1,"[[379.0, 89.0], [421.0, 82.0], [428.0, 125.0], [386.0, 132.0]]",22.281598820263962,[[5.71437877]],[[5.71437877]]
235,1,"[[377.0, 90.0], [419.0, 82.0], [427.0, 124.0], [385.0, 133.0]]",22.13629080563778,[[5.53879075]],[[5.53879075]]
236,1,"[[361.0, 94.0], [403.0, 89.0], [407.0, 125.0], [366.0, 130.0]]",22.882841534866436,[[-1.64544199]],[[-1.64544199]]
237,1,"[[352.0, 95.0], [394.0, 92.0], [396.0, 127.0], [354.0, 129.0]]",22.79387826475586,[[2.67061487]],[[2.67061487]]
238,1,"[[311.0, 97.0], [353.0, 94.0], [354.0, 134.0], [312.0, 137.0]]",22.577859791745944,[[11.76091338]],[[11.76091338]]
239,1,"[[274.0, 95.0], [317.0, 99.0], [315.0, 140.0], [274.0, 137.0]]",23.319867641590566,[[3.15555863]],[[3.15555863]]
246,1,"[[270.0, 46.0], [319.0, 53.0], [315.0, 100.0], [266.0, 95.0]]",20.239813882630774,[[4.05284989]],[[4.05284989]]
247,1,"[[300.0, 49.0], [349.0, 54.0], [349.0, 102.0], [300.0, 98.0]]",19.86382994643247,[[-8.4498205]],[[-8.4498205]]
248,1,"[[360.0, 70.0], [406.0, 69.0], [410.0, 119.0], [364.0, 119.0]]",19.77558201299214,[[19.31652966]],[[19.31652966]]
249,1,"[[368.0, 80.0], [415.0, 79.0], [417.0, 128.0], [372.0, 129.0]]",20.01113417429153,[[15.94334277]],[[15.94334277]]
250,1,"[[370.0, 106.0], [412.0, 104.0], [417.0, 150.0], [376.0, 153.0]]",20.707571239239925,[[-25.33447443]],[[-25.33447443]]
251,1,"[[360.0, 121.0], [401.0, 116.0], [406.0, 161.0], [364.0, 165.0]]",21.56579809726203,[[18.73958416]],[[18.73958416]]
253,1,"[[291.0, 130.0], [333.0, 129.0], [334.0, 171.0], [292.0, 172.0]]",22.676720220858968,[[10.3591596]],[[10.3591596]]
254,1,"[[263.0, 121.0], [303.0, 124.0], [304.0, 166.0], [263.0, 163.0]]",23.13003772311428,[[-17.36216507]],[[-17.36216507]]
264,1,"[[305.0, 7.0], [356.0, 6.0], [359.0, 56.0], [307.0, 58.0]]",19.191504605158485,[[4.65356973]],[[4.65356973]]
265,1,"[[304.0, 12.0], [356.0, 12.0], [358.0, 61.0], [305.0, 62.0]]",18.850453212271525,[[3.95260254]],[[3.95260254]]
266,1,"[[320.0, 68.0], [370.0, 69.0], [368.0, 116.0], [318.0, 115.0]]",19.280127782480804,[[8.77969951]],[[8.77969951]]
267,1,"[[337.0, 88.0], [386.0, 87.0], [387.0, 135.0], [339.0, 136.0]]",19.794829799319853,[[-4.26734416]],[[-4.26734416]]
268,1,"[[349.0, 94.0], [397.0, 94.0], [398.0, 142.0], [352.0, 143.0]]",20.13565322679739,[[-9.3427735]],[[-9.3427735]]
269,1,"[[361.0, 101.0], [407.0, 100.0], [411.0, 147.0], [364.0, 148.0]]",20.27847599491602,[[-8.63876478]],[[-8.63876478]]
270,1,"[[372.0, 102.0], [416.0, 99.0], [420.0, 146.0], [374.0, 147.0]]",21.03480398250573,[[6.16309177]],[[6.16309177]]
270,190,"[[286.0, 139.0], [280.0, 122.0], [282.0, 74.0], [291.0, 114.0]]",21.465358700576246,[[-77.13500751]],[[-77.13500751]]
271,1,"[[379.0, 86.0], [423.0, 85.0], [426.0, 132.0], [381.0, 133.0]]",21.402106006307044,[[-0.99304819]],[[-0.99304819]]
272,1,"[[382.0, 87.0], [428.0, 89.0], [428.0, 134.0], [382.0, 132.0]]",20.71885388949865,[[-4.02820769]],[[-4.02820769]]
273,1,"[[383.0, 101.0], [428.0, 104.0], [427.0, 150.0], [382.0, 147.0]]",20.87221760652559,[[-8.81892019]],[[-8.81892019]]
274,1,"[[383.0, 109.0], [428.0, 112.0], [427.0, 157.0], [382.0, 156.0]]",20.949402205162244,[[-8.05912337]],[[-8.05912337]]
275,1,"[[382.0, 109.0], [427.0, 110.0], [427.0, 156.0], [382.0, 155.0]]",21.042610663448272,[[-3.69876551]],[[-3.69876551]]
276,1,"[[382.0, 105.0], [427.0, 107.0], [426.0, 152.0], [381.0, 151.0]]",21.103305290677667,[[2.40159326]],[[2.40159326]]
